Name,Symbol,Date,Time (+2:00 GMT),Impact,Link,id,,,
30-y Bond Auction,JPY,2026/06/10,3:35am,Low,https://www.forexfactory.com/calendar/575-jn-30-y-bond-auction,941c2e4c-50c1-4e31-b681-c23eaaef00d8,,,
Italian Industrial Production m/m,EUR,2026/06/10,8:00am,Low,https://www.forexfactory.com/calendar/223-it-industrial-production-mm,2c1072d7-9846-4ffb-97ab-4d0c36671dc0,,,
German 10-y Bond Auction,EUR,2026/06/10,9:42am,Low,https://www.forexfactory.com/calendar/522-ge-10-y-bond-auction,81b7932b-2b00-4b85-ad66-21c3c9912782,,,
Core CPI m/m,USD,2026/06/10,12:30pm,High,https://www.forexfactory.com/calendar/79-us-core-cpi-mm,82cb38cb-a094-4b3e-9728-a0f243bac2dc,,,
Core CPI y/y,USD,2026/06/10,12:30pm,High,https://www.forexfactory.com/calendar/933-us-core-cpi-yy,13325755-a1bb-48a2-b963-1e53d133849d,,,
CPI m/m,USD,2026/06/10,12:30pm,High,https://www.forexfactory.com/calendar/78-us-cpi-mm,4b43123c-6d45-497e-95c6-9255fec6741d,,,
CPI y/y,USD,2026/06/10,12:30pm,High,https://www.forexfactory.com/calendar/884-us-cpi-yy,31c129d7-39d2-4949-b8de-3b8dfa1bea81,,,
BOC Rate Statement,CAD,2026/06/10,1:45pm,High,https://www.forexfactory.com/calendar/14-ca-boc-rate-statement,c68e0ceb-6ef9-40ed-b223-4a28dbf09590,,,
Overnight Rate,CAD,2026/06/10,1:45pm,High,https://www.forexfactory.com/calendar/13-ca-overnight-rate,e60415a2-da27-433b-94c8-dffd4d4a4382,,,
BOC Press Conference,CAD,2026/06/10,2:30pm,High,https://www.forexfactory.com/calendar/471-ca-boc-press-conference,dea8c63e-fe99-405e-8a50-fb8b95c948b2,,,
Crude Oil Inventories,USD,2026/06/10,2:30pm,Low,https://www.forexfactory.com/calendar/10-us-crude-oil-inventories,91e85977-61fc-4b1c-a3c5-ee5250510f95,,,
10-y Bond Auction,USD,2026/06/10,5:01pm,Low,https://www.forexfactory.com/calendar/519-us-10-y-bond-auction,fda072a9-6919-415d-be14-ac7cd6e0998d,,,
Federal Budget Balance,USD,2026/06/10,6:00pm,Low,https://www.forexfactory.com/calendar/322-us-federal-budget-balance,a551742c-b78c-4ede-ab43-97895c85eac2,,,
RICS House Price Balance,GBP,2026/06/10,11:01pm,Low,https://www.forexfactory.com/calendar/260-uk-rics-house-price-balance,1caf61f5-d9df-4e57-b14e-ae8e1466179d,,,
BSI Manufacturing Index,JPY,2026/06/10,11:50pm,Low,https://www.forexfactory.com/calendar/332-jn-bsi-manufacturing-index,16b450d7-1d8f-4ef2-b02f-05f3f2aee6ef,,,
MI Inflation Expectations,AUD,2026/06/11,1:00am,Low,https://www.forexfactory.com/calendar/293-au-mi-inflation-expectations,115ed2cc-34cb-4651-b340-70c50d3406ab,,,
M2 Money Supply y/y,CNY,2026/06/11,8:03am,Low,https://www.forexfactory.com/calendar/476-ch-m2-money-supply-yy,d9a423dc-f310-476e-85b5-cd85089d547f,,,
New Loans,CNY,2026/06/11,8:03am,Low,https://www.forexfactory.com/calendar/477-ch-new-loans,e1eba498-00a2-45b5-8f42-63e4b8702037,,,
Eurogroup Meetings,EUR,2026/06/11,9:15am,Low,https://www.forexfactory.com/calendar/562-ez-eurogroup-meetings,8bced70f-a05b-46d2-aac2-d2738dd97491,,,
Main Refinancing Rate,EUR,2026/06/11,12:15pm,High,https://www.forexfactory.com/calendar/12-ez-main-refinancing-rate,9562a1ee-3bb1-40d4-a88e-209b2a3d6f3c,,,
Monetary Policy Statement,EUR,2026/06/11,12:15pm,High,https://www.forexfactory.com/calendar/825-ez-monetary-policy-statement,dd1f9734-284a-4bf2-9846-6f74b9231b0d,,,
Building Permits m/m,CAD,2026/06/11,12:30pm,Low,https://www.forexfactory.com/calendar/200-ca-building-permits-mm,77edbf19-3283-4408-b365-02fc0cea5d68,,,
Core PPI m/m,USD,2026/06/11,12:30pm,High,https://www.forexfactory.com/calendar/87-us-core-ppi-mm,8c361912-04da-4cea-887c-849435bb2a48,,,
PPI m/m,USD,2026/06/11,12:30pm,High,https://www.forexfactory.com/calendar/86-us-ppi-mm,d22c31ed-0f97-4049-a3e0-87a7f70ecb11,,,
Unemployment Claims,USD,2026/06/11,12:30pm,Medium,https://www.forexfactory.com/calendar/11-us-unemployment-claims,07895578-deb3-4a6b-8efe-1635fa90af1a,,,
ECB Press Conference,EUR,2026/06/11,12:45pm,High,https://www.forexfactory.com/calendar/7-ez-ecb-press-conference,bc396af9-289f-41ac-a2eb-890eaea2790d,,,
Natural Gas Storage,USD,2026/06/11,2:30pm,Low,https://www.forexfactory.com/calendar/26-us-natural-gas-storage,c308032d-dfc0-43a9-ae94-fb86814c8693,,,
30-y Bond Auction,USD,2026/06/11,5:01pm,Low,https://www.forexfactory.com/calendar/540-us-30-y-bond-auction,45ef6172-9c29-444d-ac59-e3204309ec15,,,
BusinessNZ Manufacturing Index,NZD,2026/06/11,10:30pm,Low,https://www.forexfactory.com/calendar/149-nz-businessnz-manufacturing-index,7ef7c553-1a67-4220-addd-7827b80e6641,,,
Visitor Arrivals m/m,NZD,2026/06/11,10:45pm,Low,https://www.forexfactory.com/calendar/361-nz-visitor-arrivals-mm,5830705b-aa6c-44f6-824b-b15ad6e1975e,,,
Revised Industrial Production m/m,JPY,2026/06/12,4:30am,Low,https://www.forexfactory.com/calendar/226-jn-revised-industrial-production-mm,b55681a2-bc56-4f7e-a81c-993ec44367a2,,,
German Final CPI m/m,EUR,2026/06/12,6:00am,Low,https://www.forexfactory.com/calendar/170-ge-final-cpi-mm,6033608e-94b3-4dbc-ad56-7ff2e06c39df,,,
GDP m/m,GBP,2026/06/12,6:00am,High,https://www.forexfactory.com/calendar/804-uk-gdp-mm,6451b6e3-a1ea-4d70-b5c6-42629458beb7,,,
Construction Output m/m,GBP,2026/06/12,6:00am,Low,https://www.forexfactory.com/calendar/599-uk-construction-output-mm,d030b131-245e-428f-a9dd-47a5d9704e24,,,
Goods Trade Balance,GBP,2026/06/12,6:00am,Low,https://www.forexfactory.com/calendar/119-uk-goods-trade-balance,fc975d46-7a46-4f15-a891-f4234e481d0f,,,
Index of Services 3m/3m,GBP,2026/06/12,6:00am,Low,https://www.forexfactory.com/calendar/385-uk-index-of-services-3m3m,94599117-b37b-4fa3-9e63-5f707ca13eb7,,,
Industrial Production m/m,GBP,2026/06/12,6:00am,Low,https://www.forexfactory.com/calendar/193-uk-industrial-production-mm,81d99a17-ddf4-4379-b337-908f4086ba9e,,,
Manufacturing Production m/m,GBP,2026/06/12,6:00am,Low,https://www.forexfactory.com/calendar/194-uk-manufacturing-production-mm,8c29df2f-ef5c-46e7-85b3-901f3e1230ee,,,
French Final CPI m/m,EUR,2026/06/12,6:45am,Low,https://www.forexfactory.com/calendar/171-fr-final-cpi-mm,7e57c55b-d174-4b02-aa54-5017dce817f5,,,
Consumer Inflation Expectations,GBP,2026/06/12,8:30am,Low,https://www.forexfactory.com/calendar/425-uk-consumer-inflation-expectations,63027e9a-336b-4c48-b1dc-b334957592f2,,,
ECOFIN Meetings,EUR,2026/06/12,9:15am,Low,https://www.forexfactory.com/calendar/504-ez-ecofin-meetings,c5275652-a361-4f0f-8753-ec315ec7247f,,,
Capacity Utilization Rate,CAD,2026/06/12,12:30pm,Low,https://www.forexfactory.com/calendar/146-ca-capacity-utilization-rate,5a16f59b-e81e-4ce6-8af9-df764d4854b6,,,
CB Leading Index m/m,GBP,2026/06/12,1:30pm,Low,https://www.forexfactory.com/calendar/299-uk-cb-leading-index-mm,24956d6e-8569-479f-9216-8ef5e258f331,,,
Prelim UoM Consumer Sentiment,USD,2026/06/12,2:00pm,Medium,https://www.forexfactory.com/calendar/53-us-prelim-uom-consumer-sentiment,83f69483-12c5-4b55-892c-f5a411457bdc,,,
Prelim UoM Inflation Expectations,USD,2026/06/12,2:00pm,Medium,https://www.forexfactory.com/calendar/236-us-prelim-uom-inflation-expectations,3d51582e-f7f0-4509-b295-fd74beb30495,,,
German Buba President Nagel Speaks,EUR,2026/06/12,2:30pm,Low,https://www.forexfactory.com/calendar/851-ge-buba-president-nagel-speaks,a76b3292-e65f-4d87-9b06-b51c1906bad2,,,
BusinessNZ Services Index,NZD,2026/06/14,10:30pm,Low,https://www.forexfactory.com/calendar/852-nz-businessnz-services-index,a209e7b3-b38b-4b96-a2d7-1f39091f7ebc,,,
Rightmove HPI m/m,GBP,2026/06/14,11:01pm,Low,https://www.forexfactory.com/calendar/243-uk-rightmove-hpi-mm,8d96f122-ed87-4781-afb3-48def01a5185,,,
Tertiary Industry Activity m/m,JPY,2026/06/15,4:30am,Low,https://www.forexfactory.com/calendar/382-jn-tertiary-industry-activity-mm,70750797-9a44-4a29-9251-9862abf6f834,,,
German WPI m/m,EUR,2026/06/15,6:00am,Low,https://www.forexfactory.com/calendar/291-ge-wpi-mm,32506007-9be2-4581-998c-1f298aa18ccc,,,
PPI m/m,CHF,2026/06/15,6:30am,Low,https://www.forexfactory.com/calendar/96-sz-ppi-mm,d60f4aa6-4bee-451b-b6b4-c6841c87abb3,,,
SECO Consumer Climate,CHF,2026/06/15,7:00am,Low,https://www.forexfactory.com/calendar/337-sz-seco-consumer-climate,5611adb2-40ad-4261-a286-db4dc6a0449f,,,
German Buba President Nagel Speaks,EUR,2026/06/15,7:00am,Low,https://www.forexfactory.com/calendar/851-ge-buba-president-nagel-speaks,a0071428-59d5-4f95-8ed9-078bf37f6ba4,,,
ECB President Lagarde Speaks,EUR,2026/06/15,7:30am,Medium,https://www.forexfactory.com/calendar/832-ez-ecb-president-lagarde-speaks,59b6a495-44ba-4bff-8219-40274a3bdc7c,,,
Italian Trade Balance,EUR,2026/06/15,8:00am,Low,https://www.forexfactory.com/calendar/127-it-trade-balance,9d3140af-e24c-4370-83d0-a2284c30dd60,,,
G7 Meetings,All,2026/06/15,8:45am,Low,https://www.forexfactory.com/calendar/423-g7-meetings,f214ec1d-8591-4353-b370-f31ef686c263,,,
Industrial Production m/m,EUR,2026/06/15,9:00am,Low,https://www.forexfactory.com/calendar/220-ez-industrial-production-mm,ae9dc1ac-1114-4908-b759-e087f0d86fc9,,,
Trade Balance,EUR,2026/06/15,9:00am,Low,https://www.forexfactory.com/calendar/120-ez-trade-balance,92d6baee-80f6-4b58-8d9b-4bd3f52850ca,,,
Housing Starts,CAD,2026/06/15,12:15pm,Low,https://www.forexfactory.com/calendar/201-ca-housing-starts,4dd75181-5a0d-4afd-9e6d-450e2756e964,,,
Manufacturing Sales m/m,CAD,2026/06/15,12:30pm,Low,https://www.forexfactory.com/calendar/363-ca-manufacturing-sales-mm,ec78af9f-046e-4388-981e-d531558f9a1d,,,
Wholesale Sales m/m,CAD,2026/06/15,12:30pm,Low,https://www.forexfactory.com/calendar/362-ca-wholesale-sales-mm,5b6c7890-a65e-412b-a2b7-6dca98ea5dcf,,,
Empire State Manufacturing Index,USD,2026/06/15,12:30pm,Low,https://www.forexfactory.com/calendar/207-us-empire-state-manufacturing-index,d633710c-7c7b-41a8-be38-98926d636bb7,,,
Capacity Utilization Rate,USD,2026/06/15,1:15pm,Low,https://www.forexfactory.com/calendar/192-us-capacity-utilization-rate,beb8665d-9d4b-40b1-ab95-e88ebacbbe83,,,
Industrial Production m/m,USD,2026/06/15,1:15pm,Low,https://www.forexfactory.com/calendar/191-us-industrial-production-mm,e09e052a-bc2a-4ec4-b2c5-6ca8bfbf87a3,,,
NAHB Housing Market Index,USD,2026/06/15,2:00pm,Low,https://www.forexfactory.com/calendar/162-us-nahb-housing-market-index,133ca1b8-3016-468c-a8c1-498e402db7eb,,,
FPI m/m,NZD,2026/06/15,10:45pm,Low,https://www.forexfactory.com/calendar/101-nz-fpi-mm,5663e0cf-066e-4590-9890-d8d8587ef130,,,
New Home Prices m/m,CNY,2026/06/16,1:30am,Low,https://www.forexfactory.com/calendar/902-ch-new-home-prices-mm,a113686e-a188-4a2b-a26b-6e6d346c2a8f,,,
Fixed Asset Investment ytd/y,CNY,2026/06/16,2:00am,Low,https://www.forexfactory.com/calendar/458-ch-fixed-asset-investment-ytdy,55317efb-a6e7-4055-abcb-d56458c36057,,,
Industrial Production y/y,CNY,2026/06/16,2:00am,Low,https://www.forexfactory.com/calendar/453-ch-industrial-production-yy,3a81a6b7-deef-4fdc-a492-cce6e910eabd,,,
NBS Press Conference,CNY,2026/06/16,2:00am,Low,https://www.forexfactory.com/calendar/469-ch-nbs-press-conference,b494abc9-34d9-475d-a102-39842da5470f,,,
Retail Sales y/y,CNY,2026/06/16,2:00am,Low,https://www.forexfactory.com/calendar/470-ch-retail-sales-yy,5d20af4d-8f84-4a87-9e4e-23d026fe7164,,,
Unemployment Rate,CNY,2026/06/16,2:00am,Low,https://www.forexfactory.com/calendar/771-ch-unemployment-rate,b3a15611-1c5e-4545-bcaa-2b61dfe97c2f,,,
BOJ Policy Rate,JPY,2026/06/16,2:30am,High,https://www.forexfactory.com/calendar/641-jn-boj-policy-rate,564ca51b-a482-4af0-8afb-8ed1cebfda19,,,
Monetary Policy Statement,JPY,2026/06/16,2:30am,High,https://www.forexfactory.com/calendar/371-jn-monetary-policy-statement,27ba1bac-0a71-4213-917e-5fa587d3a60d,,,
Cash Rate,AUD,2026/06/16,4:30am,High,https://www.forexfactory.com/calendar/21-au-cash-rate,6fff7f64-2e33-476d-8542-4ee53a622395,,,
RBA Rate Statement,AUD,2026/06/16,4:30am,High,https://www.forexfactory.com/calendar/22-au-rba-rate-statement,ca1b32fc-f3e1-4813-ac48-9a1f4a74f8a8,,,
RBA Press Conference,AUD,2026/06/16,5:30am,High,https://www.forexfactory.com/calendar/906-au-rba-press-conference,2743411b-61c5-417c-a393-c2ea50f920a7,,,
BOJ Press Conference,JPY,2026/06/16,5:30am,High,https://www.forexfactory.com/calendar/20-jn-boj-press-conference,2bcb9240-efab-478f-8193-767301355532,,,
G7 Meetings,All,2026/06/16,8:45am,Low,https://www.forexfactory.com/calendar/423-g7-meetings,b744d13e-dcb6-4a6b-a403-32a5c2ed4e1f,,,
German ZEW Economic Sentiment,EUR,2026/06/16,9:00am,Low,https://www.forexfactory.com/calendar/313-ge-zew-economic-sentiment,577a5079-243a-49c1-bfac-cdf456954bd5,,,
ZEW Economic Sentiment,EUR,2026/06/16,9:00am,Low,https://www.forexfactory.com/calendar/314-ez-zew-economic-sentiment,4718044e-6818-42b4-8b43-a47959d58e7c,,,
10-y Bond Auction,GBP,2026/06/16,9:33am,Low,https://www.forexfactory.com/calendar/526-uk-10-y-bond-auction,2b00c47f-b373-4110-b24b-42c4d1a3b0e3,,,
ADP Weekly Employment Change,USD,2026/06/16,12:15pm,Low,https://www.forexfactory.com/calendar/929-us-adp-weekly-employment-change,30f17653-0212-4060-9fd6-d1b009352c8f,,,
Foreign Securities Purchases,CAD,2026/06/16,12:30pm,Low,https://www.forexfactory.com/calendar/374-ca-foreign-securities-purchases,d8bd3ef9-c1f2-45eb-a950-3270e68f4d46,,,
Building Permits,USD,2026/06/16,12:30pm,Low,https://www.forexfactory.com/calendar/198-us-building-permits,54ebba9d-5c00-4e2a-8e99-15eeba0ff0c8,,,
Housing Starts,USD,2026/06/16,12:30pm,Low,https://www.forexfactory.com/calendar/199-us-housing-starts,d093491c-9472-4748-bc7d-6ee96c588706,,,
Import Prices m/m,USD,2026/06/16,12:30pm,Low,https://www.forexfactory.com/calendar/256-us-import-prices-mm,b1b97ce3-94a4-4541-8821-82073178e232,,,
GDT Price Index,NZD,2026/06/16,2:50pm,Low,https://www.forexfactory.com/calendar/602-nz-gdt-price-index,ea7907b8-3618-4743-b668-2a1e6dcfefae,,,
API Weekly Statistical Bulletin,USD,2026/06/16,8:30pm,Low,https://www.forexfactory.com/calendar/754-us-api-weekly-statistical-bulletin,f2657fc0-59ec-41ad-80c0-b96215a96898,,,
Westpac Consumer Sentiment,NZD,2026/06/16,9:00pm,Low,https://www.forexfactory.com/calendar/339-nz-westpac-consumer-sentiment,f32f999f-c0c6-4bf4-8d69-25be81eb766e,,,
Current Account,NZD,2026/06/16,10:45pm,Low,https://www.forexfactory.com/calendar/215-nz-current-account,79838f7d-b3d8-4269-abda-dbeeb83b4918,,,
Core Machinery Orders m/m,JPY,2026/06/16,11:50pm,Low,https://www.forexfactory.com/calendar/354-jn-core-machinery-orders-mm,99b76d26-fff2-4e71-be3d-07f4d184ab0e,,,
Trade Balance,JPY,2026/06/16,11:50pm,Low,https://www.forexfactory.com/calendar/123-jn-trade-balance,3847ba61-eca0-4ce2-8eda-52eeb43e6d9c,,,
MI Leading Index m/m,AUD,2026/06/17,12:30am,Low,https://www.forexfactory.com/calendar/303-au-mi-leading-index-mm,d2473d31-91af-4992-8adc-0494b85e86e7,,,
RBA Assist Gov Jones Speaks,AUD,2026/06/17,1:30am,Low,https://www.forexfactory.com/calendar/924-au-rba-assist-gov-jones-speaks,799b1370-0e69-4966-8163-be41912c51b5,,,
CPI y/y,GBP,2026/06/17,6:00am,High,https://www.forexfactory.com/calendar/82-uk-cpi-yy,c9007878-9d60-4081-8add-07dbaab2bdfb,,,
Core CPI y/y,GBP,2026/06/17,6:00am,Low,https://www.forexfactory.com/calendar/83-uk-core-cpi-yy,ffba4ebf-694b-4103-a2c3-f9fd59cdb08d,,,
PPI Input m/m,GBP,2026/06/17,6:00am,Low,https://www.forexfactory.com/calendar/92-uk-ppi-input-mm,8f1a1dd3-1063-477e-9db2-280a8c123523,,,
PPI Output m/m,GBP,2026/06/17,6:00am,Low,https://www.forexfactory.com/calendar/93-uk-ppi-output-mm,46ee5955-e81c-445e-b4e2-a80b98053b65,,,
RPI y/y,GBP,2026/06/17,6:00am,Low,https://www.forexfactory.com/calendar/84-uk-rpi-yy,391e42da-ce16-495d-970c-1cb2d3890f32,,,
HPI y/y,GBP,2026/06/17,8:30am,Low,https://www.forexfactory.com/calendar/639-uk-hpi-yy,ffd28896-9ffc-4975-8b20-fdfe5d4feb3a,,,
G7 Meetings,All,2026/06/17,8:45am,Low,https://www.forexfactory.com/calendar/423-g7-meetings,4e321237-e10a-41f3-bf45-2cbafd891af4,,,
Final Core CPI y/y,EUR,2026/06/17,9:00am,Low,https://www.forexfactory.com/calendar/167-ez-final-core-cpi-yy,5f15ba64-2d94-4d0f-8133-fe0d843c41ae,,,
Final CPI y/y,EUR,2026/06/17,9:00am,Low,https://www.forexfactory.com/calendar/166-ez-final-cpi-yy,257b8010-34dd-4ee7-befc-8f3001f78781,,,
NHPI m/m,CAD,2026/06/17,12:30pm,Low,https://www.forexfactory.com/calendar/259-ca-nhpi-mm,3e4f5bc8-b12d-4e25-b701-0982928383f8,,,
Core Retail Sales m/m,USD,2026/06/17,12:30pm,Medium,https://www.forexfactory.com/calendar/112-us-core-retail-sales-mm,1cedd16e-ee16-401c-b2f3-600186761657,,,
Retail Sales m/m,USD,2026/06/17,12:30pm,Medium,https://www.forexfactory.com/calendar/102-us-retail-sales-mm,03a45def-c861-4829-8f06-ebb4ec2b2b41,,,
President Trump Speaks,USD,2026/06/17,1:30pm,Medium,https://www.forexfactory.com/calendar/645-us-president-trump-speaks,9b40d7c3-b543-4da0-8dca-a48e4708e0e4,,,
Business Inventories m/m,USD,2026/06/17,2:00pm,Low,https://www.forexfactory.com/calendar/153-us-business-inventories-mm,e5ca7e1b-8bcd-4b57-a829-f6b7e24cf3be,,,
Pending Home Sales m/m,USD,2026/06/17,2:00pm,Low,https://www.forexfactory.com/calendar/233-us-pending-home-sales-mm,50db97f1-caea-4785-adc9-a59d0e79a08c,,,
Crude Oil Inventories,USD,2026/06/17,2:30pm,Low,https://www.forexfactory.com/calendar/10-us-crude-oil-inventories,b2f10477-ae67-4fd5-a79d-ab1208376fbd,,,
Federal Funds Rate,USD,2026/06/17,6:00pm,High,https://www.forexfactory.com/calendar/1-us-federal-funds-rate,da00305a-c8d6-4b80-afcb-75b00091058f,,,
FOMC Economic Projections,USD,2026/06/17,6:00pm,High,https://www.forexfactory.com/calendar/527-us-fomc-economic-projections,a177918b-79b2-4548-91f7-909615c59a60,,,
FOMC Statement,USD,2026/06/17,6:00pm,High,https://www.forexfactory.com/calendar/4-us-fomc-statement,48519dbd-fcb2-4c34-bb31-bb020452507e,,,
FOMC Press Conference,USD,2026/06/17,6:30pm,High,https://www.forexfactory.com/calendar/512-us-fomc-press-conference,2ad6ce36-ebc3-41e4-afc0-7fc7d1a90a99,,,
GDP q/q,NZD,2026/06/17,10:45pm,High,https://www.forexfactory.com/calendar/30-nz-gdp-qq,b1ab89c3-3d8a-4a0c-9517-890ca69ab408,,,
Claimant Count Change,GBP,2026/06/18,6:00am,High,https://www.forexfactory.com/calendar/68-uk-claimant-count-change,bee17da2-e14c-4863-af2a-1fde5851f7a2,,,
Average Earnings Index 3m/y,GBP,2026/06/18,6:00am,Medium,https://www.forexfactory.com/calendar/180-uk-average-earnings-index-3my,b8e3fa86-faa1-4dbc-b6cd-bf47901ae12a,,,
Unemployment Rate,GBP,2026/06/18,6:00am,Low,https://www.forexfactory.com/calendar/58-uk-unemployment-rate,8bb04a2c-9bcc-42f6-8700-d5a1c781b535,,,
SECO Economic Forecasts,CHF,2026/06/18,7:00am,Low,https://www.forexfactory.com/calendar/479-sz-seco-economic-forecasts,d7e4fdb6-d8f7-45d3-a29a-78252d234eb0,,,
German Buba President Nagel Speaks,EUR,2026/06/18,7:00am,Low,https://www.forexfactory.com/calendar/851-ge-buba-president-nagel-speaks,c81aeaa1-e9d7-4a09-bac1-ede8cfff36fc,,,
SNB Monetary Policy Assessment,CHF,2026/06/18,7:30am,High,https://www.forexfactory.com/calendar/18-sz-snb-monetary-policy-assessment,8aa0d458-8d02-48ae-baf0-b2265da863a7,,,
SNB Policy Rate,CHF,2026/06/18,7:30am,High,https://www.forexfactory.com/calendar/834-sz-snb-policy-rate,2237b705-4e04-4270-a563-a223439f85f9,,,
SNB Press Conference,CHF,2026/06/18,8:00am,High,https://www.forexfactory.com/calendar/163-sz-snb-press-conference,9e67cc26-7b41-4ae4-a2db-7167805cf6bd,,,
Current Account,EUR,2026/06/18,8:00am,Low,https://www.forexfactory.com/calendar/218-ez-current-account,b8063cd2-fa33-4547-bd2d-0ac3c5a1cdf2,,,
Spanish 10-y Bond Auction,EUR,2026/06/18,9:03am,Low,https://www.forexfactory.com/calendar/525-sp-10-y-bond-auction,29d4bb97-e405-435b-a33d-08e5c00327af,,,
German Buba Monthly Report,EUR,2026/06/18,10:00am,Low,https://www.forexfactory.com/calendar/581-ge-buba-monthly-report,d8c08c3e-b735-478a-9656-4b33f416741e,,,
Monetary Policy Summary,GBP,2026/06/18,11:00am,High,https://www.forexfactory.com/calendar/628-uk-monetary-policy-summary,1108b59f-563d-4828-87ba-79fac8c0ac33,,,
MPC Official Bank Rate Votes,GBP,2026/06/18,11:00am,High,https://www.forexfactory.com/calendar/305-uk-mpc-official-bank-rate-votes,58c8b758-70ff-48b3-b978-81b07dc17efc,,,
Official Bank Rate,GBP,2026/06/18,11:00am,High,https://www.forexfactory.com/calendar/15-uk-official-bank-rate,2123ea5d-da10-4698-8265-051ab33e2de3,,,
IPPI m/m,CAD,2026/06/18,12:30pm,Low,https://www.forexfactory.com/calendar/90-ca-ippi-mm,81410a66-f2ca-4228-9a4c-e66c977044c1,,,
RMPI m/m,CAD,2026/06/18,12:30pm,Low,https://www.forexfactory.com/calendar/91-ca-rmpi-mm,b1f42e84-3105-4e7b-80cf-3f0766affa09,,,
Philly Fed Manufacturing Index,USD,2026/06/18,12:30pm,Medium,https://www.forexfactory.com/calendar/325-us-philly-fed-manufacturing-index,267d60d0-97e8-43dc-9699-98452f61c7b0,,,
Unemployment Claims,USD,2026/06/18,12:30pm,Medium,https://www.forexfactory.com/calendar/11-us-unemployment-claims,fbf21783-b680-447e-905b-59d200fe0f58,,,
CB Leading Index m/m,USD,2026/06/18,2:00pm,Low,https://www.forexfactory.com/calendar/297-us-cb-leading-index-mm,a9520c86-172b-48b1-ac90-12ace1d51dec,,,
Natural Gas Storage,USD,2026/06/18,2:30pm,Low,https://www.forexfactory.com/calendar/26-us-natural-gas-storage,c04170da-086e-4e19-b141-10bf6921164f,,,
TIC Long-Term Purchases,USD,2026/06/18,8:00pm,Low,https://www.forexfactory.com/calendar/372-us-tic-long-term-purchases,b874ed4e-2117-4dbf-9c9a-7932df65cf9e,,,
Trade Balance,NZD,2026/06/18,10:45pm,Low,https://www.forexfactory.com/calendar/121-nz-trade-balance,bc44dd96-675f-46a9-9068-23f395ca9db9,,,
GfK Consumer Confidence,GBP,2026/06/18,11:01pm,Low,https://www.forexfactory.com/calendar/188-uk-gfk-consumer-confidence,6e7a7dcb-dba2-48ae-b9bc-aed5bae9c401,,,
Bank Holiday,CNY,2026/06/18,11:01pm,Holiday,https://www.forexfactory.com/calendar/468-ch-bank-holiday,df06ed36-9be8-452e-a13c-e73d116cc550,,,
National Core CPI y/y,JPY,2026/06/18,11:30pm,Low,https://www.forexfactory.com/calendar/174-jn-national-core-cpi-yy,3750b1ed-6422-4e74-855b-fe15f7846395,,,
Monetary Policy Meeting Minutes,JPY,2026/06/18,11:50pm,Low,https://www.forexfactory.com/calendar/306-jn-monetary-policy-meeting-minutes,58097ab4-a28f-4533-9319-876481d53f14,,,
German PPI m/m,EUR,2026/06/19,6:00am,Low,https://www.forexfactory.com/calendar/88-ge-ppi-mm,ea0a3479-2ba3-49e6-86b8-7ce596da8d7a,,,
Retail Sales m/m,GBP,2026/06/19,6:00am,Medium,https://www.forexfactory.com/calendar/105-uk-retail-sales-mm,650f1dbf-2176-4007-82e5-29729ffa8d5e,,,
Public Sector Net Borrowing,GBP,2026/06/19,6:00am,Low,https://www.forexfactory.com/calendar/342-uk-public-sector-net-borrowing,8ba6c242-0775-491e-a6c8-509c7a27a777,,,
Bank Holiday,USD,2026/06/19,12:00pm,Holiday,https://www.forexfactory.com/calendar/370-us-bank-holiday,b9bff8af-faaf-407f-9825-836b4102e517,,,
Core Retail Sales m/m,CAD,2026/06/19,12:30pm,Low,https://www.forexfactory.com/calendar/103-ca-core-retail-sales-mm,716969df-3c6d-4503-98df-a1256e09da23,,,
Retail Sales m/m,CAD,2026/06/19,12:30pm,Low,https://www.forexfactory.com/calendar/104-ca-retail-sales-mm,0da975a7-124a-4ade-878f-2c817a0878ee,,,
CB Leading Index m/m,AUD,2026/06/19,2:30pm,Low,https://www.forexfactory.com/calendar/247-au-cb-leading-index-mm,f8dd4431-4cd6-46e9-abc0-87422d8d3db1,,,
